set_id,set_name,release_year,theme_id,num_parts,num_figs,retail_price,num_unique_figs,set_rating,retire_month,retire_price,pop_price,
10754-1,Spider-Man vs. Scorpion Street Showdown,2018,596,125,2,19.99,0,4.6,Aug-19,18.5,22.14,
10755-1,Zane's Ninja Boat Pursuit,2018,597,132,2,17.99,2,4.6,Dec-18,16.955,18.91,
10757-1,Raptor Rescue Truck,2018,620,85,2,24.99,1,4.6,Jan-20,23.23,27.55,
10758-1,T. Rex Breakout,2018,620,150,3,44.99,2,4.7,Feb-20,46.3,62.33,
10760-1,Underminer Bank Heist,2018,591,149,3,24.99,3,4.6,Dec-18,25.095,24.985,
10761-1,The Great Home Escape,2018,591,178,4,29.99,4,4.6,Nov-18,36.4,39.73,
10764-1,City Central Airport,2018,591,376,5,44.99,4,4.5,Jan-20,44.725,44.14,
10765-1,Ariel's Underwater Concert,2018,593,92,1,12.99,1,4.5,Nov-18,14.455,14.3,
21041-1,Great Wall of China,2018,252,550,0,44.99,0,4.9,Nov-19,44.335,73.055,
21047-1,Las Vegas,2018,253,501,0,34.99,0,4.9,Nov-20,48.83,65.595,
21139-1,The Nether Fight,2018,577,84,3,12.99,0,4.7,Dec-18,13.825,20.68,
21140-1,The Chicken Coop,2018,577,198,1,19.99,0,4.7,Nov-20,22.585,31.2,
21141-1,The Zombie Cave,2018,577,241,3,19.99,1,4.7,Nov-20,22.22,26.135,
21143-1,The Nether Portal,2018,577,470,3,49.99,2,4.7,Oct-20,53.58,83.11,
21144-1,The Farm Cottage,2018,577,549,3,64.99,0,4.8,Nov-18,59.875,73.04,
21145-1,The Skull Arena,2018,577,198,2,19.99,2,4.7,Jun-20,21.605,31.335,
21147-1,The Bedrock Adventures,2018,577,644,4,79.99,0,4.8,Jun-19,73.015,97.475,
21313-1,Ship in a Bottle,2018,576,962,0,69.99,0,4.8,Dec-19,73.56,82.235,
21314-1,TRON: Legacy,2018,576,230,3,29.99,3,4.7,Nov-19,30.35,43.36,
21315-1,Pop-Up Book,2018,576,859,5,59.99,5,4.8,Sep-20,61.735,70.08,
31073-1,Mythical Creatures,2018,672,223,0,12.99,0,4.8,Jan-20,13.92,21.74,
31075-1,Outback Adventures,2018,672,225,1,17.99,1,4.7,Dec-18,19.165,21.695,
31076-1,Daredevil Stunt Plane,2018,672,200,1,17.99,1,4.7,Dec-18,17.735,21.255,
31077-1,Modular Sweet Surprises,2018,672,396,3,34.99,3,4.4,Dec-19,34.58,39.435,
31078-1,Tree House Treasures,2018,672,260,2,29.99,2,4.8,Jul-20,35.485,38.475,
31079-1,Sunshine Surfer Van,2018,672,379,2,24.99,2,4.7,Jan-20,27.93,39.845,
31080-1,Modular Winter Vacation,2018,672,374,2,24.99,2,4.7,Nov-18,32.815,28.325,
31084-1,Pirate Roller Coaster,2018,672,923,5,69.99,4,4.8,Dec-19,68.835,120.67,
31085-1,Mobile Stunt Show,2018,672,581,2,44.99,2,4.5,Jan-19,42.4,42.67,
40274-1,Mr. Claus & Mrs. Claus,2018,610,341,0,17.99,0,4.6,Sep-21,23.17,27.5,
40305-1,LEGO Brand Store,2018,408,362,2,21.99,2,4.6,Mar-22,28.28,26.995,
41151-1,Mulan's Training Day,2018,579,104,1,12.99,1,4.4,Feb-19,11.875,12.355,
41152-1,Sleeping Beauty's Fairytale Castle,2018,579,322,3,29.99,3,4.8,Nov-18,29.615,36.545,
41153-1,Ariel's Royal Celebration Boat,2018,579,380,2,44.99,2,4.3,Jan-20,41.79,49.955,
41155-1,Elsa's Market Adventure,2018,687,125,2,17.99,2,4.5,Jan-20,17.86,20.025,
41156-1,Rapunzel's Castle Bedroom,2018,579,156,1,17.99,1,4.7,Apr-19,18.065,23.055,
41157-1,Rapunzel's Travelling Caravan,2018,579,323,2,34.99,2,4.5,Sep-19,35.53,37.355,
41190-1,Emily Jones & the Eagle Getaway,2018,600,149,0,12.99,0,4.7,Dec-18,11.975,14.91,
41191-1,Naida & the Water Turtle Ambush,2018,600,205,0,19.99,0,4.7,Dec-18,18.115,20.395,
41193-1,Aira & the Song of the Wind Dragon,2018,600,451,0,39.99,0,4.8,Jan-19,34.025,53.34,
41195-1,Emily & Noctura's Showdown,2018,600,652,0,44.99,0,4.8,Dec-18,45.085,59.28,
41287-1,Bubbles Playground Showdown,2018,654,144,3,17.99,2,4.7,Jan-20,16.63,18.055,
41332-1,Emma's Art Stand,2018,494,211,0,17.99,0,4.8,Aug-19,18.49,23.61,
41334-1,Andrea's Park Performance,2018,494,229,0,19.99,0,4.4,Feb-19,23.455,22.325,
41335-1,Mia's Tree House,2018,494,351,0,24.99,0,4.7,Dec-20,38.51,42.745,
41336-1,Emma's Art Cafe,2018,494,378,0,29.99,0,4.7,Jul-19,29.13,40.425,
41338-1,Stephanie's Sports Arena,2018,494,460,0,39.99,0,4.6,Jul-19,41.36,40.115,
41340-1,Friendship House,2018,494,730,0,59.99,0,4.7,Mar-20,59.33,123.225,
41344-1,Andrea's Accessories Store,2018,494,294,0,24.99,0,4.7,Jan-20,26.51,28.615,
41345-1,Heartlake City Pet Center,2018,494,483,0,54.99,0,4.8,Nov-19,56.16,126.61,
41347-1,Heartlake City Resort,2018,494,1019,0,89.99,0,4.8,Feb-20,84.02,155.29,
41348-1,Service & Care Truck,2018,494,255,0,14.99,0,4.4,Aug-19,16.93,18.445,
41349-1,Drifting Diner,2018,494,345,0,24.99,0,4.5,Aug-19,26.7,39.395,
41351-1,Creative Tuning Shop,2018,494,421,0,39.99,0,4.4,Jan-20,38.75,37.95,
41352-1,The Big Race Day,2018,494,648,0,49.99,0,4.5,Sep-19,51.045,56.865,
41353-1,Friends Advent Calendar 2018,2018,216,500,0,22.99,0,4.5,Jun-19,25.22,23.41,
41597-1,Go Brick Me,2018,610,708,0,25.99,0,4.9,Jan-19,28.68,35.68,
41610-1,Tactical Batman & Superman,2018,610,209,0,17.99,0,4.9,Jan-19,19.2,37.39,
41613-1,Mr. Incredible & Frozone,2018,610,160,0,17.99,0,4.8,Jan-19,21.77,28.185,
41614-1,Owen & Blue,2018,610,234,0,17.99,0,4.7,Apr-19,18.94,19.84,
41615-1,Harry Potter & Hedwig,2018,610,180,0,14.99,0,4.9,Dec-18,16.47,24.01,
41618-1,Anna & Olaf,2018,610,201,0,14.99,0,4.8,Jan-19,21.035,19.255,
41621-1,Ron Weasley & Albus Dumbledore,2018,610,245,0,17.99,0,4.9,Jan-19,19.21,26.795,
41622-1,Peter Venkman & Slimer,2018,610,228,0,17.99,0,4.9,Jan-19,21.28,27.795,
41623-1,Ariel & Ursula,2018,610,361,0,17.99,0,4.9,Mar-19,20.03,35.345,
41626-1,Groot & Rocket,2018,610,189,0,14.99,0,4.9,Jan-19,22.145,32.92,
41627-1,Luke Skywalker & Yoda,2018,610,215,0,14.99,0,4.9,Apr-19,18.545,37.945,
41631-1,Newt Scamander & Gellert Grindelwald,2018,610,247,0,17.99,0,4.9,Feb-19,18.71,20.73,
41632-1,Homer Simpson & Krusty the Clown,2018,610,215,0,17.99,0,4.9,Dec-18,23.195,32.24,
42072-1,WHACK!,2018,1,135,0,17.99,0,4.7,Mar-20,17.605,27.89,
42073-1,BASH!,2018,1,139,0,17.99,0,4.7,Nov-19,19.26,24.305,
42074-1,Racing Yacht,2018,1,331,0,24.99,0,4.7,Dec-19,38.28,50.6,
42075-1,First Responder,2018,1,513,0,34.99,0,4.7,Jan-20,40.08,56.29,
42076-1,Hovercraft,2018,1,1020,0,59.99,0,4.4,Dec-18,65.665,73.045,
42077-1,Rally Car,2018,1,1005,0,89.99,0,4.5,Dec-19,93.55,116.385,
42078-1,Mack Anthem,2018,1,2595,0,139.99,0,4.7,Dec-19,177.325,227.41,
42079-1,Heavy Duty Forklift,2018,1,592,0,54.99,0,4.7,Jan-20,64.9,79.145,
42080-1,Forest Machine,2018,1,1003,0,119.99,0,4.7,Mar-20,119.845,131.105,
42082-1,Rough Terrain Crane,2018,1,4056,0,229.99,0,4.8,Mar-21,289.14,312.965,
60173-1,Mountain Arrest,2018,61,303,4,39.99,3,4.6,Jan-20,51.94,62.105,
60174-1,Mountain Police Headquarters,2018,61,663,7,69.99,5,4.7,Jan-20,73.565,110.885,
60180-1,Monster Truck,2018,64,192,1,14.99,1,4.5,Feb-20,16.755,21.37,
60181-1,Forest Tractor,2018,57,174,1,17.99,1,4.7,Feb-20,20.89,26.12,
60182-1,Pickup & Caravan,2018,52,344,3,24.99,3,4.7,Feb-20,25.98,53.345,
60183-1,Heavy Cargo Transport,2018,63,310,2,24.99,2,4.7,Jan-20,27.865,40.7,
60185-1,Mining Power Splitter,2018,56,127,1,12.99,0,4.4,Jul-19,18.4,17.11,
60186-1,Mining Heavy Driller,2018,56,294,3,39.99,0,4.5,Jul-19,39.435,47.88,
60188-1,Mining Experts Site,2018,56,883,6,79.99,2,4.7,Jul-19,80.39,116.05,
60192-1,Arctic Ice Crawler,2018,65,200,1,15.99,0,4.6,Jan-20,26.16,27.69,
60193-1,Arctic Air Transport,2018,65,277,2,24.99,0,4.7,Dec-19,35.54,51.62,
60195-1,Arctic Mobile Exploration Base,2018,65,786,6,84.99,1,4.5,Jan-20,89.325,120.88,
60197-1,Passenger Train,2018,66,677,4,119.99,4,4.7,Aug-22,143.91,148.535,
60198-1,Cargo Train,2018,66,1226,6,179.99,5,4.7,Jun-21,188.125,204.33,
60201-1,City Advent Calendar 2018,2018,208,313,6,22.99,6,4.5,Nov-18,28.72,27.415,
60202-1,People Pack - Outdoor Adventures,2018,52,164,15,34.99,15,4.8,Dec-19,33.745,48.155,
60204-1,City Hospital,2018,60,861,12,69.99,11,4.8,Dec-19,88.485,155.06,
70638-1,Katana V11,2018,435,257,2,14.99,2,4.7,Jan-20,19.02,24.505,
70641-1,Ninja Nightcrawler,2018,435,552,3,34.99,3,4.8,Jan-20,36.465,68.725,
70642-1,Killow vs. Samurai X,2018,435,556,3,44.99,2,4.9,Jan-19,42.71,59.015,
70643-1,Temple of Resurrection,2018,435,765,7,59.99,6,4.8,Dec-18,56.245,91.055,
70644-1,Golden Dragon Master,2018,435,93,1,12.99,1,4.5,Mar-19,13.865,15.005,
70645-1,Cole - Dragon Master,2018,435,93,1,12.99,1,4.4,Apr-19,14.26,16.625,
70646-1,Jay - Dragon Master,2018,435,93,1,12.99,1,4.5,Apr-19,13.445,15.49,
70647-1,Kai - Dragon Master,2018,435,93,1,12.99,1,4.5,Apr-19,14.44,14.48,
70648-1,Zane - Dragon Master,2018,435,92,1,12.99,1,4.5,Jul-19,13.33,14.055,
70651-1,Throne Room Showdown,2018,435,222,5,17.99,4,4.8,Aug-19,18.325,24.715,
70652-1,Stormbringer,2018,435,498,4,34.99,1,4.8,Jan-20,36.735,78.3,
70653-1,Firstbourne,2018,435,892,6,59.99,2,4.8,Jan-20,56.75,105.04,
70654-1,Dieselnaut,2018,435,1188,7,89.99,1,4.9,Jan-20,94.87,136.28,
70655-1,Dragon Pit,2018,435,1669,9,119.99,4,4.8,Jan-20,118.315,155.035,
70657-1,NINJAGO City Docks,2018,616,3555,14,199.99,11,4.9,Nov-19,193.615,345.93,
70658-1,Oni Titan,2018,435,530,4,44.99,2,4.9,Aug-19,43.185,67.02,
70918-1,The Bat-Dune Buggy,2018,708,198,2,19.99,1,4.7,Dec-18,18.93,19.91,
70919-1,The Justice League Anniversary Party,2018,708,268,4,29.99,4,4.5,Jan-19,29.95,29.55,
70920-1,Egghead Mech Food Fight,2018,708,293,3,29.99,2,4.6,Jan-19,26.31,28,
70921-1,Harley Quinn Cannonball Attack,2018,708,425,4,49.99,3,4.5,Feb-19,46.105,49.82,
70923-1,The Bat-Space Shuttle,2018,708,643,6,69.99,4,4.8,Nov-18,71.055,91.745,
75181-1,Y-Wing Starfighter,2018,171,1967,2,169.99,2,5,Nov-19,176.09,293.38,
75195-1,Ski Speeder vs First Order Walker Microfighters,2018,158,216,2,16.99,1,4.4,Mar-19,16,19.045,
75196-1,A-Wing vs. TIE Silencer Microfighters,2018,158,188,2,16.99,1,4.3,Jan-20,17.12,20.76,
75197-1,First Order Specialists Battle Pack,2018,158,108,4,12.99,1,4.7,Feb-19,13.135,16.44,
75198-1,Tatooine Battle Pack,2018,158,97,4,12.99,1,4.5,Apr-18,14.43,15.39,
75199-1,General Grievous' Combat Speeder,2018,158,157,2,25.99,1,4.7,Dec-19,25.53,42.87,
75200-1,Ahch-To Island Training,2018,158,241,2,25.99,2,4.5,Dec-18,25.48,25.595,
75201-1,First Order AT-ST,2018,158,370,4,54.99,3,4.8,Feb-19,44.58,46.785,
75202-1,Defense of Crait,2018,158,746,5,74.99,3,4.3,May-19,67.71,73.8,
75203-1,Hoth Medical Chamber,2018,158,255,4,34.99,3,4.7,Sep-19,29.455,35.545,
75204-1,Sandspeeder,2018,158,278,2,34.99,2,4.8,Apr-18,33.09,30.98,
75205-1,Mos Eisley Cantina,2018,158,376,4,44.99,1,4.5,Apr-18,43.77,39.135,
75208-1,Yoda's Hut,2018,158,229,3,25.99,2,4.8,Nov-19,25.695,42.71,
75209-1,Han Solo's Landspeeder,2018,158,345,2,25.99,2,4.6,Aug-19,27.435,29.93,
75210-1,Moloch's Landspeeder,2018,158,464,2,44.99,2,4.5,Dec-19,39.38,40.255,
75212-1,Kessel Run Millennium Falcon,2018,158,1414,7,149.99,5,4.7,Feb-20,152.285,169.525,
75213-1,Star Wars Advent Calendar 2018,2018,209,307,7,24.99,2,4.6,Nov-18,34.71,32.68,
75214-1,Anakin's Jedi Starfighter,2018,158,247,2,25.99,1,4.8,Aug-20,25.265,29.68,
75215-1,Cloud-Rider Swoop Bikes,2018,158,355,3,25.99,3,4.6,Sep-19,25.135,28.365,
75216-1,Snoke's Throne Room,2018,158,492,5,64.99,1,4.7,Sep-19,56.89,62.72,
75217-1,Imperial Conveyex Transport,2018,158,622,5,79.99,4,4.7,Oct-19,81.78,82.915,
75218-1,X-Wing Starfighter,2018,158,730,4,89.99,3,4.9,Nov-19,85.73,114.255,
75219-1,Imperial AT-Hauler,2018,158,829,5,89.99,5,4.5,Sep-19,79.955,84.27,
75220-1,Sandcrawler,2018,158,1239,6,109.99,3,4.8,Nov-19,115.18,167.49,
75222-1,Betrayal at Cloud City,2018,158,2812,21,299.99,7,4.9,Nov-19,274.11,436.83,
75230-1,Porg,2018,158,811,0,59.99,0,4.8,Dec-19,60.22,92.92,
75251-1,Darth Vader's Castle,2018,158,1060,6,119.99,2,4.8,Oct-21,140.37,161.105,
75535-1,Han Solo,2018,158,100,0,25.99,0,4.5,May-19,23.82,23.15,
75536-1,Range Trooper,2018,158,101,0,25.99,0,4.8,Dec-18,24.54,25.515,
75537-1,Darth Maul,2018,158,104,0,25.99,0,4.8,Jan-19,24.045,28.66,
75886-1,"Ferrari 488 GT3 ""Scuderia Corsa""",2018,601,186,1,12.99,1,4.8,Nov-19,14.505,24.345,
75887-1,Porsche 919 Hybrid,2018,601,170,1,12.99,1,4.8,Mar-19,15.19,24.505,
75888-1,Porsche 911 RSR and 911 Turbo 3.0,2018,601,398,3,34.99,3,4.9,Dec-19,33.64,46.04,
75889-1,Ferrari Ultimate Garage,2018,601,856,7,89.99,7,4.7,Dec-19,88.835,106.04,
75926-1,Pteranodon Chase,2018,602,126,2,19.99,1,4.8,Mar-20,19.16,20.855,
75928-1,Blue's Helicopter Pursuit,2018,602,397,3,49.99,2,4.8,Feb-20,41.87,60.65,
75929-1,Carnotaurus Gyrosphere Escape,2018,602,577,3,59.99,2,4.8,Mar-20,63.06,87.03,
75930-1,Indoraptor Rampage at Lockwood,2018,602,1019,6,119.99,3,4.9,Mar-20,115.61,168.885,
75931-1,Dilophosaurus Outpost Attack,2018,602,289,3,44.99,3,4.9,Jun-20,44.515,58.84,
75932-1,Jurassic Park Velociraptor Chase,2018,602,360,4,44.99,3,4.8,Jan-20,39.56,48.965,
75933-1,T-Rex Transport,2018,602,609,3,59.99,3,4.9,Mar-20,61.645,98.525,
75951-1,Grindelwald's Escape,2018,667,132,2,19.99,2,4.6,Feb-20,19.605,22.075,
75952-1,Newt's Case of Magical Creatures,2018,667,694,4,44.99,4,4.8,Mar-20,43.48,55.375,
75953-1,Hogwarts Whomping Willow,2018,246,754,6,59.99,2,4.6,Dec-21,76.605,75.785,
75954-1,Hogwarts Great Hall,2018,246,882,10,89.99,6,4.7,Aug-21,116.73,109.15,
75955-1,Hogwarts Express,2018,246,806,6,74.99,3,4.4,Nov-22,164.689,65.105,
76095-1,Black Manta Strike,2018,695,235,3,29.99,3,4.8,Dec-19,30.78,50.915,
76096-1,Superman & Krypto Team-Up,2018,700,208,2,19.99,1,4.7,Dec-18,18.435,19.225,
76097-1,Lex Luthor Mech Takedown,2018,700,415,5,34.99,5,4.7,Nov-18,30.635,34.62,
76098-1,Speed Force Freeze Pursuit,2018,700,280,4,29.99,3,4.7,Jan-19,33.615,36.315,
76099-1,Rhino Face-Off by the Mine,2018,696,229,3,19.99,3,4.7,Dec-18,18.955,19.57,
76100-1,Royal Talon Fighter Attack,2018,696,358,4,29.99,3,4.7,Mar-19,28.205,26.76,
76101-1,Outrider Dropship Attack,2018,702,124,4,11.99,2,4.3,Mar-19,12.06,12.34,
76102-1,Thor's Weapon Quest,2018,702,229,3,19.99,2,4.8,Aug-19,18.295,28.38,
76103-1,Corvus Glaive Thresher Attack,2018,702,416,5,34.99,2,4.8,Feb-19,34.18,71.84,
76104-1,The Hulkbuster Smash-Up,2018,702,375,4,29.99,2,4.8,Jan-20,29.025,32.985,
76105-1,The Hulkbuster: Ultron Edition,2018,702,1363,1,119.99,1,4.9,Dec-19,125.455,148.97,
76107-1,Thanos: Ultimate Battle,2018,702,681,4,69.99,5,4.9,Feb-20,65.685,71.765,
76110-1,Batman: The Attack of the Talons,2018,697,165,3,19.99,2,4.8,Aug-19,20.095,24.2,
76111-1,Batman: Brother Eye Takedown,2018,697,279,3,29.99,1,4.5,Aug-19,28.02,29.58,
76112-1,App-Controlled Batmobile,2018,697,331,1,89.99,1,4.7,Jan-20,84.13,103.83,
CLUBHOUSE-1,Clubhouse,2018,494,80,0,29.99,0,4.3,Aug-18,30.615,41.02,
10256-1,Taj Mahal,2017,673,5923,0,299.99,0,4.9,Nov-20,397.71,396.105,
10257-1,Carousel,2017,673,2670,7,159.99,8,4.5,Dec-19,191.35,330.345,
10259-1,Winter Village Station,2017,228,902,5,74.99,5,4.8,Nov-18,81.01,91.65,
10734-1,Demolition Site,2017,591,175,3,24.99,2,4.5,Jul-18,26.5,37.57,
10736-1,Anna & Elsa's Frozen Playground,2017,591,94,2,19.99,2,4.6,Dec-18,23.955,37.41,
10737-1,Batman vs. Mr. Freeze,2017,592,64,2,12.99,1,4.4,Dec-18,13.545,14.08,
10738-1,Snow White's Forest Cottage,2017,593,67,1,12.99,1,4.7,Aug-18,15.465,19.41,
10742-1,Willy's Butte Speed Training,2017,615,95,2,15.99,2,4.4,Aug-18,22.85,19.315,
10743-1,Smokey's Garage,2017,615,124,3,19.99,3,4.6,Feb-19,19.725,32.165,
10744-1,Thunder Hollow Crazy 8 Race,2017,615,191,4,29.99,4,4.6,Dec-18,35.715,37.425,
10745-1,Florida 500 Race Final,2017,615,266,5,44.99,4,4.7,Dec-18,45.91,45.69,
10746-1,Mia's Farm Suitcase,2017,595,106,1,17.99,1,4.4,Jul-18,18.35,27.91,
10747-1,Andrea and Stephanie's Beach Holiday,2017,595,144,2,24.99,2,4.4,Dec-17,25.155,29.64,
10842-1,Batcave Challenge,2017,653,73,0,44.99,0,4.5,Nov-17,48.175,76.05,
10855-1,Cinderella's Magical Castle,2017,640,56,0,29.99,0,4.6,Nov-17,28.815,45.385,
21032-1,Sydney,2017,253,361,0,29.99,0,5,Nov-18,30.455,43.63,
21033-1,Chicago,2017,253,444,0,44.99,0,4.9,Dec-18,42.515,57.45,
21035-1,Solomon R. Guggenheim Museum,2017,252,744,0,64.99,0,4.8,Dec-18,68.61,77.1,
21036-1,Arc de Triomphe,2017,252,386,0,29.99,0,4.9,Nov-18,30.98,51.385,
21129-1,The Mushroom Island,2017,577,247,2,19.99,0,4.8,Dec-18,19.77,20.59,
21130-1,The Nether Railway,2017,577,387,2,39.99,1,4.8,Feb-19,33.59,39.25,
21131-1,The Ice Spikes,2017,577,454,2,44.99,1,4.7,Jan-18,45.945,73.525,
21133-1,The Witch Hut,2017,577,502,2,64.99,2,4.7,Nov-17,59.66,92.4,
21134-1,The Waterfall Base,2017,577,729,4,74.99,2,4.7,Nov-18,65.49,72.27,
21135-1,The Crafting Box 2.0,2017,577,717,2,79.99,1,4.8,Dec-19,68.685,99.62,
21136-1,The Ocean Monument,2017,577,1122,2,119.99,1,4.8,Mar-19,112.05,126.455,
21309-1,NASA Apollo Saturn V,2017,576,1969,0,109.99,0,4.7,Dec-19,112.375,134.525,
21310-1,Old Fishing Store,2017,576,2057,4,139.99,4,5,Oct-18,152.06,193.23,
21312-1,Women of NASA,2017,576,231,4,19.99,4,4.7,Jun-19,27.1,25.485,
31063-1,Beachside Vacation,2017,672,275,2,19.99,2,4.3,Mar-18,21.695,26.99,
31064-1,Island Adventures,2017,672,359,1,19.99,1,4.3,Jan-18,33.54,23.7,
31066-1,Space Shuttle Explorer,2017,672,285,1,24.99,1,4.6,Nov-18,25.955,34.12,
31067-1,Modular Poolside Holiday,2017,672,356,2,19.99,2,4.6,Jul-18,21.595,30.135,
31068-1,Modular Modern Home,2017,672,386,2,27.99,2,4.6,Nov-18,29.26,29.555,
31069-1,Modular Family Villa,2017,672,728,3,44.99,3,4.7,Dec-18,64.36,66.625,
31070-1,Turbo Track Racer,2017,672,670,0,54.99,0,4.7,Jan-19,53.965,53.64,
40171-1,Hedgehog Storage,2017,494,249,0,10.99,0,4.5,Feb-18,14.57,19.995,
40172-1,Brick Calendar,2017,301,278,1,15.99,1,4.4,Jul-21,29.02,30.135,
40251-1,Mini Piggy Bank,2017,672,248,0,11.99,0,4.4,May-20,15.605,12.315,
41145-1,Ariel and the Magical Spell,2017,579,222,2,24.99,2,4.8,Dec-18,26,28.085,
41146-1,Cinderella's Enchanted Evening,2017,579,351,2,39.99,2,4.4,Dec-18,41.17,37.69,
41147-1,Anna's Snow Adventure,2017,687,153,1,19.99,1,4.3,Nov-17,19.13,19.085,
41183-1,The Goblin King's Evil Dragon,2017,600,339,0,24.99,0,4.7,Nov-18,24.875,30.04,
41186-1,Azari & the Goblin Forest Escape,2017,600,145,0,17.99,0,4.7,Dec-18,18.98,18.42,
41187-1,Rosalyn's Healing Hideout,2017,600,460,0,39.99,0,4.8,Dec-18,42.945,53.265,
41233-1,Lashina Tank,2017,617,145,0,11.99,0,4.3,Dec-17,13.21,12.855,
41234-1,Bumblebee Helicopter,2017,617,142,0,11.99,0,4.6,Feb-18,13.895,14.245,
41235-1,Wonder Woman Dorm,2017,617,186,0,19.99,0,4.7,Nov-17,18.27,32.025,
41237-1,Batgirl Secret Bunker,2017,617,351,0,39.99,0,4.4,Dec-17,43.925,39.31,
41238-1,Lena Luthor Kryptomite Factory,2017,617,432,0,54.99,0,4.6,Apr-18,61.53,51.715,
41239-1,Eclipso Dark Palace,2017,617,1079,0,99.99,0,4.5,Apr-18,116.19,96.7,
41310-1,Heartlake Gift Delivery,2017,494,185,0,17.99,0,4.5,Dec-17,19.725,19.1,
41311-1,Heartlake Pizzeria,2017,494,305,0,24.99,0,4.6,Jan-19,29.27,30.46,
41312-1,Heartlake Sports Center,2017,494,328,0,39.99,0,4.6,Dec-17,40.53,36.725,
41313-1,Heartlake Summer Pool,2017,494,589,0,54.99,0,4.5,Jul-19,45.035,62.535,
41314-1,Stephanie's House,2017,494,640,0,64.99,0,4.6,Nov-19,64.085,120.72,
41316-1,Andrea's Speedboat Transporter,2017,494,309,0,24.99,0,4.4,Jan-19,23.995,29.905,
41317-1,Sunshine Catamaran,2017,494,603,0,64.99,0,4.2,Nov-18,73.84,67.69,
41318-1,Heartlake Hospital,2017,494,880,0,84.99,0,4.6,Oct-18,85.93,105.635,
41319-1,Snow Resort Hot Chocolate Van,2017,494,246,0,19.99,0,4.6,Jan-19,25.98,27.98,
41321-1,Snow Resort Off-Roader,2017,494,141,0,12.99,0,4.7,Nov-17,15.92,15.57,
41323-1,Snow Resort Chalet,2017,494,402,0,39.99,0,4.5,Nov-18,37.77,40.93,
41324-1,Snow Resort Ski Lift,2017,494,585,0,54.99,0,4.7,Feb-19,55.29,53.56,
41326-1,Friends Advent Calendar 2017,2017,216,217,0,19.99,0,4.5,Nov-17,29.395,23.27,
42057-1,Ultralight Helicopter,2017,1,199,0,14.99,0,4.7,Dec-18,20.325,26.13,
42058-1,Stunt Bike,2017,1,140,0,17.99,0,4.7,Dec-18,18.19,24.375,
42059-1,Stunt Truck,2017,1,142,0,17.99,0,4.5,Dec-18,21.96,23.815,
42060-1,Roadwork Crew,2017,1,365,0,19.99,0,4.6,Dec-18,23.655,23.39,
42061-1,Telehandler,2017,1,260,0,24.99,0,4.4,Nov-17,31.04,33.36,
42062-1,Container Yard,2017,1,631,0,54.99,0,4.7,Dec-18,56.125,57.91,
42064-1,Ocean Explorer,2017,1,1327,0,74.99,0,4.7,Dec-18,131.79,129.485,
42065-1,RC Tracked Racer,2017,1,370,0,74.99,0,4.4,Dec-18,95.12,91.085,
42066-1,Air Race Jet,2017,1,1151,0,109.99,0,4.5,Aug-18,158.72,121.435,
42069-1,Extreme Adventure,2017,1,2382,0,139.99,0,4.5,Nov-18,156.825,151.085,
42070-1,6x6 All Terrain Tow Truck,2017,1,1862,0,219.99,0,4.6,Jan-20,247.265,288.54,
60137-1,Tow Truck Trouble,2017,61,144,3,17.99,3,4.4,Dec-19,23.69,25.625,
60139-1,Mobile Command Center,2017,61,374,4,39.99,1,4.5,Nov-21,47.765,41.96,
60140-1,Bulldozer Break-In,2017,61,561,5,64.99,2,4.6,Dec-18,63.48,66.125,
60141-1,Police Station,2017,61,894,7,84.99,4,4.7,Jan-20,95.59,148.99,
60142-1,Money Transporter,2017,61,138,2,12.99,2,4.7,Jan-18,20.085,28.825,
60148-1,ATV Race Team,2017,63,239,2,17.99,2,4.6,Dec-19,20.05,26.715,
60150-1,Pizza Van,2017,63,249,2,14.99,2,4.5,Dec-19,18.875,23.51,
60151-1,Dragster Transporter,2017,52,333,2,24.99,2,4.6,Nov-17,24.74,35.7,
60152-1,Sweeper & Excavator,2017,56,299,2,24.99,1,4.6,Nov-17,24.725,47.27,
60153-1,People Pack - Fun At The Beach,2017,52,169,15,34.99,15,4.4,Dec-18,35.59,33.55,
60154-1,Bus Station,2017,63,337,6,39.99,6,4.7,Jan-19,47.935,48.06,
60158-1,Jungle Cargo Helicopter,2017,614,201,2,15.99,1,4.7,Jan-19,18.8,19.92,
60159-1,Jungle Halftrack Mission,2017,614,378,2,24.99,2,4.5,Dec-18,28.325,32.76,
60161-1,Jungle Exploration Site,2017,614,813,7,84.99,6,4.7,Dec-18,106.62,101.905,
60162-1,Jungle Air Drop Helicopter,2017,614,1250,7,109.99,4,4.8,Aug-18,133.82,127.495,
60164-1,Sea Rescue Plane,2017,55,141,2,15.99,2,4.7,Dec-18,18.71,18.04,
60166-1,Heavy-Duty Rescue Helicopter,2017,55,415,4,39.99,4,4.6,Dec-18,51.08,51.715,
60167-1,Coast Guard Head Quarters,2017,55,795,7,84.99,7,4.5,Dec-18,98.7,136.64,
60168-1,Sailboat Rescue,2017,55,196,2,19.99,2,4.6,Nov-17,29.15,31.085,
60169-1,Cargo Terminal,2017,54,740,4,64.99,4,4.5,Jan-19,61.67,71.675,
70348-1,Lance's Twin Jouster,2017,605,216,3,14.99,1,4.6,Dec-17,17.715,20.09,
70349-1,Ruina's Lock & Roller,2017,605,208,3,14.99,2,4.7,Jan-18,20.52,21.425,
